Site,Year,Type,No_of_Sales,Median_Price,Mean_Price,lat,lon
Gannawarra Shire,2010,Units/Apartment,8,170500,169687,-35.7052801,143.8237385
Gannawarra Shire,2010,Vacant House Block,48,52000,48967,-35.7052801,143.8237385
Gannawarra Shire,2009,House,120,139000,145218,-35.7052801,143.8237385
Gannawarra Shire,2009,Units/Apartment,11,165000,150772,-35.7052801,143.8237385
Gannawarra Shire,2009,Vacant House Block,27,52000,60777,-35.7052801,143.8237385
Gannawarra Shire,2008,House,93,140000,145100,-35.7052801,143.8237385
Gannawarra Shire,2008,Units/Apartment,9,168000,143333,-35.7052801,143.8237385
Gannawarra Shire,2008,Vacant House Block,37,52000,66453,-35.7052801,143.8237385
Gannawarra Shire,2007,House,153,135000,146375,-35.7052801,143.8237385
Gannawarra Shire,2007,Units/Apartment,12,167500,151958,-35.7052801,143.8237385
Gannawarra Shire,2007,Vacant House Block,46,61000,77372,-35.7052801,143.8237385
Gannawarra Shire,2006,House,143,145000,154175,-35.7052801,143.8237385
Gannawarra Shire,2006,Units/Apartment,14,191500,159357,-35.7052801,143.8237385
Gannawarra Shire,2006,Vacant House Block,39,50000,51269,-35.7052801,143.8237385
Glen Eira City,2016,House,1364,1356750,1478148,-37.9034811,145.0383133
Glen Eira City,2016,Units/Apartment,1467,600000,669420,-37.9034811,145.0383133
Glen Eira City,2016,Vacant House Block,4,475000,665750,-37.9034811,145.0383133
Glen Eira City,2015,House,1595,1255000,1356509,-37.9034811,145.0383133
Glen Eira City,2015,Units/Apartment,2064,583500,645358,-37.9034811,145.0383133
Glen Eira City,2015,Vacant House Block,9,370000,686579,-37.9034811,145.0383133
Glen Eira City,2014,House,1563,1050000,1144819,-37.9034811,145.0383133
Glen Eira City,2014,Units/Apartment,2352,552000,607198,-37.9034811,145.0383133
Glen Eira City,2014,Vacant House Block,8,445000,638375,-37.9034811,145.0383133
Glen Eira City,2013,House,1392,920000,1052195,-37.9034811,145.0383133
Glen Eira City,2013,Units/Apartment,1784,528000,562589,-37.9034811,145.0383133
Glen Eira City,2013,Vacant House Block,7,730000,755714,-37.9034811,145.0383133
Glen Eira City,2012,House,1135,833000,943524,-37.9034811,145.0383133
Glen Eira City,2012,Units/Apartment,1499,491000,524078,-37.9034811,145.0383133
Glen Eira City,2012,Vacant House Block,4,335000,481250,-37.9034811,145.0383133
Glen Eira City,2011,House,1161,866000,979828,-37.9034811,145.0383133
Glen Eira City,2011,Units/Apartment,1454,525000,554932,-37.9034811,145.0383133
Glen Eira City,2011,Vacant House Block,4,305000,308750,-37.9034811,145.0383133
Glen Eira City,2010,House,1359,905000,1009641,-37.9034811,145.0383133
Glen Eira City,2010,Units/Apartment,1528,535000,565225,-37.9034811,145.0383133
Glen Eira City,2010,Vacant House Block,3,270000,456666,-37.9034811,145.0383133
Glen Eira City,2009,House,1382,780000,863305,-37.9034811,145.0383133
Glen Eira City,2009,Units/Apartment,1649,460000,491587,-37.9034811,145.0383133
Glen Eira City,2009,Vacant House Block,12,270000,256916,-37.9034811,145.0383133
Glen Eira City,2008,House,1180,750000,843076,-37.9034811,145.0383133
Glen Eira City,2008,Units/Apartment,1408,421000,444534,-37.9034811,145.0383133
Glen Eira City,2008,Vacant House Block,4,262500,340500,-37.9034811,145.0383133
Glen Eira City,2007,House,1597,750000,846666,-37.9034811,145.0383133
Glen Eira City,2007,Units/Apartment,1924,385000,429218,-37.9034811,145.0383133
Glen Eira City,2007,Vacant House Block,8,232500,322500,-37.9034811,145.0383133
Glen Eira City,2006,House,1522,580500,655491,-37.9034811,145.0383133
Glen Eira City,2006,Units/Apartment,1560,354500,374765,-37.9034811,145.0383133
Glen Eira City,2006,Vacant House Block,2,349260,349260,-37.9034811,145.0383133
Glenelg Shire,2016,House,243,195000,205982,-37.9078291,141.5150077
Glenelg Shire,2016,Units/Apartment,15,150000,199333,-37.9078291,141.5150077
Glenelg Shire,2016,Vacant House Block,24,77500,91812,-37.9078291,141.5150077
Glenelg Shire,2015,House,233,205000,222737,-37.9078291,141.5150077
Glenelg Shire,2015,Units/Apartment,24,210000,183668,-37.9078291,141.5150077
Glenelg Shire,2015,Vacant House Block,24,51625,60781,-37.9078291,141.5150077
Glenelg Shire,2014,House,234,170000,188002,-37.9078291,141.5150077
Glenelg Shire,2014,Units/Apartment,23,210000,212391,-37.9078291,141.5150077
Glenelg Shire,2014,Vacant House Block,23,80000,78065,-37.9078291,141.5150077
Glenelg Shire,2013,House,222,209500,208666,-37.9078291,141.5150077
Glenelg Shire,2013,Units/Apartment,14,152500,166392,-37.9078291,141.5150077
Glenelg Shire,2013,Vacant House Block,50,85000,89850,-37.9078291,141.5150077
Glenelg Shire,2012,House,210,205000,216716,-37.9078291,141.5150077
Glenelg Shire,2012,Units/Apartment,27,210500,212266,-37.9078291,141.5150077
Glenelg Shire,2012,Vacant House Block,41,80000,72973,-37.9078291,141.5150077
Glenelg Shire,2011,House,240,215000,226796,-37.9078291,141.5150077
Glenelg Shire,2011,Units/Apartment,17,185000,181647,-37.9078291,141.5150077
Glenelg Shire,2011,Vacant House Block,33,85000,106076,-37.9078291,141.5150077
Glenelg Shire,2010,House,264,205001,227587,-37.9078291,141.5150077
Glenelg Shire,2010,Units/Apartment,31,178500,205508,-37.9078291,141.5150077
Glenelg Shire,2010,Vacant House Block,60,78000,84242,-37.9078291,141.5150077
Glenelg Shire,2009,House,292,185000,199705,-37.9078291,141.5150077
Glenelg Shire,2009,Units/Apartment,22,172500,163352,-37.9078291,141.5150077
Glenelg Shire,2009,Vacant House Block,65,75000,78015,-37.9078291,141.5150077
Glenelg Shire,2008,House,309,184500,199750,-37.9078291,141.5150077
Glenelg Shire,2008,Units/Apartment,28,160000,161069,-37.9078291,141.5150077
Glenelg Shire,2008,Vacant House Block,65,76000,77392,-37.9078291,141.5150077
Glenelg Shire,2007,House,358,195000,208443,-37.9078291,141.5150077
Glenelg Shire,2007,Units/Apartment,44,150000,180458,-37.9078291,141.5150077
Glenelg Shire,2007,Vacant House Block,103,63000,72542,-37.9078291,141.5150077
Glenelg Shire,2006,House,379,182500,192711,-37.9078291,141.5150077
Glenelg Shire,2006,Units/Apartment,32,159000,202542,-37.9078291,141.5150077
Glenelg Shire,2006,Vacant House Block,112,56500,62998,-37.9078291,141.5150077
Golden Plains Shire,2016,House,129,360000,346777,-37.8943285,143.6501903
Golden Plains Shire,2016,Units/Apartment,9,307500,306500,-37.8943285,143.6501903
Golden Plains Shire,2016,Vacant House Block,69,145500,139982,-37.8943285,143.6501903
Golden Plains Shire,2015,House,125,355000,347686,-37.8943285,143.6501903
Golden Plains Shire,2015,Units/Apartment,17,263000,257676,-37.8943285,143.6501903
Golden Plains Shire,2015,Vacant House Block,100,145000,136306,-37.8943285,143.6501903
Golden Plains Shire,2014,House,115,355000,345636,-37.8943285,143.6501903
Golden Plains Shire,2014,Units/Apartment,15,220000,209633,-37.8943285,143.6501903
Golden Plains Shire,2014,Vacant House Block,119,148000,153477,-37.8943285,143.6501903
Golden Plains Shire,2013,House,97,339000,327652,-37.8943285,143.6501903
Golden Plains Shire,2013,Units/Apartment,10,265000,220912,-37.8943285,143.6501903
Golden Plains Shire,2013,Vacant House Block,99,147500,140005,-37.8943285,143.6501903
Golden Plains Shire,2012,House,93,320000,305912,-37.8943285,143.6501903
Golden Plains Shire,2012,Units/Apartment,19,150000,208468,-37.8943285,143.6501903
Golden Plains Shire,2012,Vacant House Block,117,138000,134427,-37.8943285,143.6501903
Golden Plains Shire,2011,House,84,321500,312338,-37.8943285,143.6501903
Golden Plains Shire,2011,Units/Apartment,12,255000,247216,-37.8943285,143.6501903
Golden Plains Shire,2011,Vacant House Block,112,136500,131012,-37.8943285,143.6501903
Golden Plains Shire,2010,House,72,285000,271097,-37.8943285,143.6501903
Golden Plains Shire,2010,Units/Apartment,20,265500,269125,-37.8943285,143.6501903
Golden Plains Shire,2010,Vacant House Block,121,124000,115403,-37.8943285,143.6501903
Golden Plains Shire,2009,House,76,279500,256664,-37.8943285,143.6501903
Golden Plains Shire,2009,Units/Apartment,16,210500,188968,-37.8943285,143.6501903
Golden Plains Shire,2009,Vacant House Block,142,115100,94814,-37.8943285,143.6501903
Golden Plains Shire,2008,House,77,217555,227474,-37.8943285,143.6501903
Golden Plains Shire,2008,Units/Apartment,4,214000,188000,-37.8943285,143.6501903
Golden Plains Shire,2008,Vacant House Block,70,115000,106940,-37.8943285,143.6501903
Golden Plains Shire,2007,House,88,227500,218494,-37.8943285,143.6501903
Golden Plains Shire,2007,Units/Apartment,16,209000,209437,-37.8943285,143.6501903
Golden Plains Shire,2007,Vacant House Block,105,115000,107159,-37.8943285,143.6501903
Golden Plains Shire,2006,House,87,200000,214172,-37.8943285,143.6501903
Golden Plains Shire,2006,Units/Apartment,6,217000,217833,-37.8943285,143.6501903
Golden Plains Shire,2006,Vacant House Block,71,108000,100842,-37.8943285,143.6501903
Greater Bendigo City,2016,House,1741,324500,352692,-36.7948261,144.3467152
Greater Bendigo City,2016,Units/Apartment,330,240000,249355,-36.7948261,144.3467152
Greater Bendigo City,2016,Vacant House Block,443,151000,158076,-36.7948261,144.3467152
Greater Bendigo City,2015,House,1642,325000,342836,-36.7948261,144.3467152
Greater Bendigo City,2015,Units/Apartment,350,239000,235404,-36.7948261,144.3467152
Greater Bendigo City,2015,Vacant House Block,546,132000,146985,-36.7948261,144.3467152
Greater Bendigo City,2014,House,1701,320000,341569,-36.7948261,144.3467152
Greater Bendigo City,2014,Units/Apartment,334,235000,253307,-36.7948261,144.3467152
Greater Bendigo City,2014,Vacant House Block,757,120000,132845,-36.7948261,144.3467152
Greater Bendigo City,2013,House,1789,307500,328270,-36.7948261,144.3467152
Greater Bendigo City,2013,Units/Apartment,357,237500,240925,-36.7948261,144.3467152
Greater Bendigo City,2013,Vacant House Block,780,120000,130262,-36.7948261,144.3467152
Greater Bendigo City,2012,House,1656,295000,312950,-36.7948261,144.3467152
Greater Bendigo City,2012,Units/Apartment,366,228300,223120,-36.7948261,144.3467152
Greater Bendigo City,2012,Vacant House Block,852,112000,118899,-36.7948261,144.3467152
Greater Bendigo City,2011,House,1664,275000,293964,-36.7948261,144.3467152
Greater Bendigo City,2011,Units/Apartment,295,225000,230491,-36.7948261,144.3467152
Greater Bendigo City,2011,Vacant House Block,893,105900,112138,-36.7948261,144.3467152
Greater Bendigo City,2010,House,1644,262000,280795,-36.7948261,144.3467152
Greater Bendigo City,2010,Units/Apartment,334,216250,225540,-36.7948261,144.3467152
Greater Bendigo City,2010,Vacant House Block,725,97000,106760,-36.7948261,144.3467152
Greater Bendigo City,2009,House,1753,232250,246711,-36.7948261,144.3467152
Greater Bendigo City,2009,Units/Apartment,386,200500,210849,-36.7948261,144.3467152
Greater Bendigo City,2009,Vacant House Block,772,86500,93323,-36.7948261,144.3467152
Greater Bendigo City,2008,House,1550,221500,236992,-36.7948261,144.3467152
Greater Bendigo City,2008,Units/Apartment,256,187750,197756,-36.7948261,144.3467152
Greater Bendigo City,2008,Vacant House Block,440,85130,93074,-36.7948261,144.3467152
Greater Bendigo City,2007,House,1733,221000,236812,-36.7948261,144.3467152
Greater Bendigo City,2007,Units/Apartment,353,195000,199203,-36.7948261,144.3467152
Greater Bendigo City,2007,Vacant House Block,600,89000,98963,-36.7948261,144.3467152
Greater Bendigo City,2006,House,1649,217000,229628,-36.7948261,144.3467152
Greater Bendigo City,2006,Units/Apartment,280,183500,196141,-36.7948261,144.3467152
Greater Bendigo City,2006,Vacant House Block,636,85000,96081,-36.7948261,144.3467152
Greater Dandenong City,2016,House,1441,605000,641406,-38.0061108,145.2038278
Greater Dandenong City,2016,Units/Apartment,1032,370000,376774,-38.0061108,145.2038278
Greater Dandenong City,2016,Vacant House Block,55,515000,510780,-38.0061108,145.2038278
Greater Dandenong City,2015,House,1701,530000,563651,-38.0061108,145.2038278
Greater Dandenong City,2015,Units/Apartment,1153,360000,381293,-38.0061108,145.2038278
Greater Dandenong City,2015,Vacant House Block,131,389950,404865,-38.0061108,145.2038278
Greater Dandenong City,2014,House,1788,455000,483739,-38.0061108,145.2038278
Greater Dandenong City,2014,Units/Apartment,1238,339883,353012,-38.0061108,145.2038278
Greater Dandenong City,2014,Vacant House Block,388,377500,382032,-38.0061108,145.2038278
Greater Dandenong City,2013,House,1490,420000,440687,-38.0061108,145.2038278
Greater Dandenong City,2013,Units/Apartment,1064,330000,334350,-38.0061108,145.2038278
Greater Dandenong City,2013,Vacant House Block,311,357500,354507,-38.0061108,145.2038278
Greater Dandenong City,2012,House,1187,400000,427588,-38.0061108,145.2038278
Greater Dandenong City,2012,Units/Apartment,881,310000,315392,-38.0061108,145.2038278
Greater Dandenong City,2012,Vacant House Block,209,340000,316972,-38.0061108,145.2038278
Greater Dandenong City,2011,House,1305,420000,445805,-38.0061108,145.2038278
Greater Dandenong City,2011,Units/Apartment,819,315000,315537,-38.0061108,145.2038278
Greater Dandenong City,2011,Vacant House Block,284,305000,302837,-38.0061108,145.2038278
Greater Dandenong City,2010,House,1454,425000,456801,-38.0061108,145.2038278
Greater Dandenong City,2010,Units/Apartment,986,315000,326640,-38.0061108,145.2038278
Greater Dandenong City,2010,Vacant House Block,308,305000,286152,-38.0061108,145.2038278
Greater Dandenong City,2009,House,1732,361000,383880,-38.0061108,145.2038278
Greater Dandenong City,2009,Units/Apartment,1334,285000,293727,-38.0061108,145.2038278
Greater Dandenong City,2009,Vacant House Block,355,210000,232050,-38.0061108,145.2038278
Greater Dandenong City,2008,House,1364,335000,355479,-38.0061108,145.2038278
Greater Dandenong City,2008,Units/Apartment,1014,250000,264498,-38.0061108,145.2038278
Greater Dandenong City,2008,Vacant House Block,52,199500,222965,-38.0061108,145.2038278
Greater Dandenong City,2007,House,1908,290000,313758,-38.0061108,145.2038278
Greater Dandenong City,2007,Units/Apartment,1353,225000,262562,-38.0061108,145.2038278
Greater Dandenong City,2007,Vacant House Block,183,209000,210517,-38.0061108,145.2038278
Greater Dandenong City,2006,House,1598,261500,279682,-38.0061108,145.2038278
Greater Dandenong City,2006,Units/Apartment,969,200000,218880,-38.0061108,145.2038278
Greater Dandenong City,2006,Vacant House Block,207,223000,211395,-38.0061108,145.2038278
Greater Geelong City,2016,House,4629,425000,479088,-37.9697434,144.3904526
Greater Geelong City,2016,Units/Apartment,1081,320000,373056,-37.9697434,144.3904526
Greater Geelong City,2016,Vacant House Block,1472,188400,201654,-37.9697434,144.3904526
Greater Geelong City,2015,House,4402,401500,457837,-37.9697434,144.3904526
Greater Geelong City,2015,Units/Apartment,1075,315000,365889,-37.9697434,144.3904526
Greater Geelong City,2015,Vacant House Block,1863,185000,197760,-37.9697434,144.3904526
Greater Geelong City,2014,House,4068,390000,440213,-37.9697434,144.3904526
Greater Geelong City,2014,Units/Apartment,1122,305000,351651,-37.9697434,144.3904526
Greater Geelong City,2014,Vacant House Block,1784,179000,193065,-37.9697434,144.3904526
Greater Geelong City,2013,House,3802,375000,417090,-37.9697434,144.3904526
Greater Geelong City,2013,Units/Apartment,1117,297950,337810,-37.9697434,144.3904526
Greater Geelong City,2013,Vacant House Block,1489,181000,196323,-37.9697434,144.3904526
Greater Geelong City,2012,House,3557,360000,402859,-37.9697434,144.3904526
Greater Geelong City,2012,Units/Apartment,1112,286750,327212,-37.9697434,144.3904526
Greater Geelong City,2012,Vacant House Block,1399,180000,195635,-37.9697434,144.3904526
Greater Geelong City,2011,House,3717,360000,404755,-37.9697434,144.3904526
Greater Geelong City,2011,Units/Apartment,1154,300000,359961,-37.9697434,144.3904526
Greater Geelong City,2011,Vacant House Block,1604,182000,197450,-37.9697434,144.3904526
Greater Geelong City,2010,House,4052,346000,388603,-37.9697434,144.3904526
Greater Geelong City,2010,Units/Apartment,1331,275000,321412,-37.9697434,144.3904526
Greater Geelong City,2010,Vacant House Block,1573,174000,189057,-37.9697434,144.3904526
Greater Geelong City,2009,House,4322,303000,336894,-37.9697434,144.3904526
Greater Geelong City,2009,Units/Apartment,1393,253000,278316,-37.9697434,144.3904526
Greater Geelong City,2009,Vacant House Block,1446,156000,165168,-37.9697434,144.3904526
Greater Geelong City,2008,House,3853,285000,318353,-37.9697434,144.3904526
Greater Geelong City,2008,Units/Apartment,1037,245000,282411,-37.9697434,144.3904526
Greater Geelong City,2008,Vacant House Block,907,149000,156292,-37.9697434,144.3904526
Greater Geelong City,2007,House,4747,275000,315466,-37.9697434,144.3904526
Greater Geelong City,2007,Units/Apartment,1196,232000,276605,-37.9697434,144.3904526
Greater Geelong City,2007,Vacant House Block,1055,142000,152778,-37.9697434,144.3904526
Greater Geelong City,2006,House,3995,261000,296495,-37.9697434,144.3904526
Greater Geelong City,2006,Units/Apartment,932,228000,283332,-37.9697434,144.3904526
Greater Geelong City,2006,Vacant House Block,998,134000,147444,-37.9697434,144.3904526
Greater Shepparton City,2016,House,824,265000,278297,-36.3914888,145.402868
Greater Shepparton City,2016,Units/Apartment,109,194000,235247,-36.3914888,145.402868
Greater Shepparton City,2016,Vacant House Block,219,125000,134443,-36.3914888,145.402868
Greater Shepparton City,2015,House,903,250000,269413,-36.3914888,145.402868
Greater Shepparton City,2015,Units/Apartment,109,205000,218964,-36.3914888,145.402868
Greater Shepparton City,2015,Vacant House Block,264,123000,124538,-36.3914888,145.402868
Greater Shepparton City,2014,House,705,250000,268183,-36.3914888,145.402868
Greater Shepparton City,2014,Units/Apartment,119,196750,195794,-36.3914888,145.402868
Greater Shepparton City,2014,Vacant House Block,324,116000,124856,-36.3914888,145.402868
Greater Shepparton City,2013,House,670,247500,266869,-36.3914888,145.402868
Greater Shepparton City,2013,Units/Apartment,119,196000,214582,-36.3914888,145.402868
Greater Shepparton City,2013,Vacant House Block,230,110000,115158,-36.3914888,145.402868
Greater Shepparton City,2012,House,638,240000,253254,-36.3914888,145.402868
Greater Shepparton City,2012,Units/Apartment,98,198250,214294,-36.3914888,145.402868
Greater Shepparton City,2012,Vacant House Block,258,109000,115810,-36.3914888,145.402868
Greater Shepparton City,2011,House,660,240000,258511,-36.3914888,145.402868
Greater Shepparton City,2011,Units/Apartment,109,199000,200643,-36.3914888,145.402868
Greater Shepparton City,2011,Vacant House Block,267,111000,113463,-36.3914888,145.402868
Greater Shepparton City,2010,House,671,250000,264165,-36.3914888,145.402868
Greater Shepparton City,2010,Units/Apartment,122,187500,207364,-36.3914888,145.402868
Greater Shepparton City,2010,Vacant House Block,335,115000,113812,-36.3914888,145.402868
Greater Shepparton City,2009,House,844,225500,238736,-36.3914888,145.402868
Greater Shepparton City,2009,Units/Apartment,143,200000,206940,-36.3914888,145.402868
Greater Shepparton City,2009,Vacant House Block,419,100000,101311,-36.3914888,145.402868
Greater Shepparton City,2008,House,703,225002,244387,-36.3914888,145.402868
Greater Shepparton City,2008,Units/Apartment,125,188750,223128,-36.3914888,145.402868
Greater Shepparton City,2008,Vacant House Block,240,102000,102797,-36.3914888,145.402868
Greater Shepparton City,2007,House,849,226000,242740,-36.3914888,145.402868
Greater Shepparton City,2007,Units/Apartment,145,193000,207502,-36.3914888,145.402868
Greater Shepparton City,2007,Vacant House Block,318,98500,103553,-36.3914888,145.402868
Greater Shepparton City,2006,House,852,230000,242457,-36.3914888,145.402868
Greater Shepparton City,2006,Units/Apartment,151,197000,208507,-36.3914888,145.402868
Greater Shepparton City,2006,Vacant House Block,387,99500,99864,-36.3914888,145.402868
Hepburn Shire,2016,House,279,375000,413217,-37.3118,144.1257
Hepburn Shire,2016,Units/Apartment,27,279000,320688,-37.3118,144.1257
Hepburn Shire,2016,Vacant House Block,69,140000,154751,-37.3118,144.1257
Hepburn Shire,2015,House,256,352500,377304,-37.3118,144.1257
Hepburn Shire,2015,Units/Apartment,30,315000,346356,-37.3118,144.1257
Hepburn Shire,2015,Vacant House Block,73,130000,121928,-37.3118,144.1257
Hepburn Shire,2014,House,264,336000,366366,-37.3118,144.1257
Hepburn Shire,2014,Units/Apartment,24,275000,262875,-37.3118,144.1257
Hepburn Shire,2014,Vacant House Block,73,130000,138824,-37.3118,144.1257
Hepburn Shire,2013,House,268,300000,327140,-37.3118,144.1257
Hepburn Shire,2013,Units/Apartment,21,255000,264285,-37.3118,144.1257
Hepburn Shire,2013,Vacant House Block,70,115500,119444,-37.3118,144.1257
Hepburn Shire,2012,House,197,300000,320589,-37.3118,144.1257
Hepburn Shire,2012,Units/Apartment,25,285000,279874,-37.3118,144.1257
Hepburn Shire,2012,Vacant House Block,67,125000,122132,-37.3118,144.1257
Hepburn Shire,2011,House,246,280000,305750,-37.3118,144.1257
Hepburn Shire,2011,Units/Apartment,23,285000,291956,-37.3118,144.1257
Hepburn Shire,2011,Vacant House Block,79,115000,118311,-37.3118,144.1257
Hepburn Shire,2010,House,250,266500,307759,-37.3118,144.1257
Hepburn Shire,2010,Units/Apartment,48,239000,276337,-37.3118,144.1257
Hepburn Shire,2010,Vacant House Block,81,105000,107587,-37.3118,144.1257
Hepburn Shire,2009,House,280,241000,265887,-37.3118,144.1257
Hepburn Shire,2009,Units/Apartment,40,225000,252769,-37.3118,144.1257
Hepburn Shire,2009,Vacant House Block,69,95000,98311,-37.3118,144.1257
Hepburn Shire,2008,House,232,230000,243331,-37.3118,144.1257
Hepburn Shire,2008,Units/Apartment,23,264102,261066,-37.3118,144.1257
Hepburn Shire,2008,Vacant House Block,45,80000,77676,-37.3118,144.1257
Hepburn Shire,2007,House,291,215000,237323,-37.3118,144.1257
Hepburn Shire,2007,Units/Apartment,44,234500,260733,-37.3118,144.1257
Hepburn Shire,2007,Vacant House Block,72,85500,86918,-37.3118,144.1257
Hepburn Shire,2006,House,231,215000,239519,-37.3118,144.1257
Hepburn Shire,2006,Units/Apartment,22,262500,294191,-37.3118,144.1257
Hepburn Shire,2006,Vacant House Block,53,80000,85016,-37.3118,144.1257
Hindmarsh Shire,2016,House,85,129950,136919,-35.975208,141.852273
Hindmarsh Shire,2016,Units/Apartment,2,122000,122000,-35.975208,141.852273
Hindmarsh Shire,2016,Vacant House Block,7,25000,23546,-35.975208,141.852273
Hindmarsh Shire,2015,House,119,105000,116649,-35.975208,141.852273
Hindmarsh Shire,2015,Units/Apartment,2,149500,149500,-35.975208,141.852273
Hindmarsh Shire,2015,Vacant House Block,11,29000,22818,-35.975208,141.852273
Hindmarsh Shire,2014,House,101,90000,111766,-35.975208,141.852273
Hindmarsh Shire,2014,Units/Apartment,3,137000,144666,-35.975208,141.852273
Hindmarsh Shire,2014,Vacant House Block,16,19250,31040,-35.975208,141.852273
Hindmarsh Shire,2013,House,126,89000,104397,-35.975208,141.852273
Hindmarsh Shire,2013,Units/Apartment,9,125000,115833,-35.975208,141.852273
Hindmarsh Shire,2013,Vacant House Block,19,15000,27512,-35.975208,141.852273
Hindmarsh Shire,2012,House,93,85000,100623,-35.975208,141.852273
Hindmarsh Shire,2012,Units/Apartment,4,127500,138750,-35.975208,141.852273
Hindmarsh Shire,2012,Vacant House Block,21,30000,38662,-35.975208,141.852273
Hindmarsh Shire,2011,House,65,105000,111876,-35.975208,141.852273
Hindmarsh Shire,2011,Units/Apartment,3,150000,161166,-35.975208,141.852273
Hindmarsh Shire,2011,Vacant House Block,20,22875,44822,-35.975208,141.852273
Hindmarsh Shire,2010,House,87,82500,97162,-35.975208,141.852273
Hindmarsh Shire,2010,Units/Apartment,3,130000,132500,-35.975208,141.852273
Hindmarsh Shire,2010,Vacant House Block,21,15000,18932,-35.975208,141.852273
Hindmarsh Shire,2009,House,106,90000,113741,-35.975208,141.852273
Hindmarsh Shire,2009,Units/Apartment,5,136000,130600,-35.975208,141.852273
Hindmarsh Shire,2009,Vacant House Block,18,25500,25783,-35.975208,141.852273
Hindmarsh Shire,2008,House,102,78750,103180,-35.975208,141.852273
Hindmarsh Shire,2008,Units/Apartment,0,130000,145892,-35.975208,141.852273
Hindmarsh Shire,2008,Vacant House Block,23,22000,21160,-35.975208,141.852273
Hindmarsh Shire,2007,House,110,80000,96821,-35.975208,141.852273
Hindmarsh Shire,2007,Units/Apartment,0,130000,145892,-35.975208,141.852273
Hindmarsh Shire,2007,Vacant House Block,25,12000,17592,-35.975208,141.852273
Hindmarsh Shire,2006,House,120,81000,93926,-35.975208,141.852273
Hindmarsh Shire,2006,Units/Apartment,7,130000,145892,-35.975208,141.852273
Hindmarsh Shire,2006,Vacant House Block,25,9000,17468,-35.975208,141.852273
Hobsons Bay City,2016,House,1211,740000,809603,-37.8360799,144.8401227
Hobsons Bay City,2016,Units/Apartment,623,522500,550527,-37.8360799,144.8401227
Hobsons Bay City,2016,Vacant House Block,28,410750,485335,-37.8360799,144.8401227
Hobsons Bay City,2015,House,1458,680000,750292,-37.8360799,144.8401227
Hobsons Bay City,2015,Units/Apartment,696,455000,504142,-37.8360799,144.8401227
Hobsons Bay City,2015,Vacant House Block,24,396000,431722,-37.8360799,144.8401227
Hobsons Bay City,2014,House,1417,595000,661562,-37.8360799,144.8401227
Hobsons Bay City,2014,Units/Apartment,641,463500,493420,-37.8360799,144.8401227
Hobsons Bay City,2014,Vacant House Block,21,305000,403569,-37.8360799,144.8401227
Hobsons Bay City,2013,House,1328,570000,640592,-37.8360799,144.8401227
Hobsons Bay City,2013,Units/Apartment,579,445000,470940,-37.8360799,144.8401227
Hobsons Bay City,2013,Vacant House Block,37,305000,330064,-37.8360799,144.8401227
Hobsons Bay City,2012,House,1087,530000,612979,-37.8360799,144.8401227
Hobsons Bay City,2012,Units/Apartment,441,410000,438123,-37.8360799,144.8401227
Hobsons Bay City,2012,Vacant House Block,24,270000,285391,-37.8360799,144.8401227
Hobsons Bay City,2011,House,1143,545000,633224,-37.8360799,144.8401227
Hobsons Bay City,2011,Units/Apartment,504,430000,448066,-37.8360799,144.8401227
Hobsons Bay City,2011,Vacant House Block,25,265000,269254,-37.8360799,144.8401227
Hobsons Bay City,2010,House,1360,534000,604572,-37.8360799,144.8401227
Hobsons Bay City,2010,Units/Apartment,574,417250,448192,-37.8360799,144.8401227
Hobsons Bay City,2010,Vacant House Block,26,207500,215534,-37.8360799,144.8401227
Hobsons Bay City,2009,House,1421,435000,516518,-37.8360799,144.8401227
Hobsons Bay City,2009,Units/Apartment,650,368000,396269,-37.8360799,144.8401227
Hobsons Bay City,2009,Vacant House Block,27,171630,210630,-37.8360799,144.8401227
Hobsons Bay City,2008,House,1290,417250,495948,-37.8360799,144.8401227
Hobsons Bay City,2008,Units/Apartment,474,315500,359111,-37.8360799,144.8401227
Hobsons Bay City,2008,Vacant House Block,38,163750,151967,-37.8360799,144.8401227
Hobsons Bay City,2007,House,1721,393950,483781,-37.8360799,144.8401227
Hobsons Bay City,2007,Units/Apartment,731,296000,329602,-37.8360799,144.8401227
Hobsons Bay City,2007,Vacant House Block,82,159000,180955,-37.8360799,144.8401227
Hobsons Bay City,2006,House,1453,335000,406743,-37.8360799,144.8401227
Hobsons Bay City,2006,Units/Apartment,497,285000,318201,-37.8360799,144.8401227
Hobsons Bay City,2006,Vacant House Block,53,150000,165307,-37.8360799,144.8401227
Horsham Rural City,2016,House,301,240000,258209,-36.8870422,142.1063337
Horsham Rural City,2016,Units/Apartment,44,232500,256902,-36.8870422,142.1063337
Horsham Rural City,2016,Vacant House Block,75,100000,106028,-36.8870422,142.1063337
Horsham Rural City,2015,House,331,239950,252806,-36.8870422,142.1063337
Horsham Rural City,2015,Units/Apartment,69,209000,230096,-36.8870422,142.1063337
Horsham Rural City,2015,Vacant House Block,57,99000,108333,-36.8870422,142.1063337
Horsham Rural City,2014,House,347,210000,229596,-36.8870422,142.1063337
Horsham Rural City,2014,Units/Apartment,72,185550,196333,-36.8870422,142.1063337
Horsham Rural City,2014,Vacant House Block,95,104000,101684,-36.8870422,142.1063337
Horsham Rural City,2013,House,377,211000,223101,-36.8870422,142.1063337
